pos,AT%,score,A3993,A3996
835900_836000,40.0,40,0,40
2372300_2372400,61.0,39,39,0
2996500_2996600,48.0,39,39,0
3218500_3218600,46.0,39,0,39
3574600_3574700,42.0,39,0,39
3872500_3872600,55.0,39,0,39
394900_395000,51.0,39,39,0
4004700_4004800,39.0,39,39,0
4042800_4042900,48.0,39,39,0
421900_422000,52.0,39,0,39
4260600_4260700,50.0,39,39,0
4264300_4264400,49.0,39,0,39
4320800_4320900,57.0,39,0,39
4333400_4333500,49.0,39,0,39
4517800_4517900,48.0,39,0,39
649500_649600,44.0,39,0,39
1089800_1089900,43.0,38,0,38
1098300_1098400,54.0,38,38,0
1265800_1265900,62.0,38,38,0
1757300_1757400,67.0,38,38,0
1788800_1788900,55.0,38,0,38
2453100_2453200,52.0,38,0,38
2533800_2533900,56.0,38,38,0
2552500_2552600,46.0,38,0,38
2626100_2626200,60.0,38,0,38
275200_275300,53.0,38,0,38
2809900_2810000,51.0,38,0,38
3480300_3480400,37.0,38,38,0
3558500_3558600,45.0,38,0,38
3894800_3894900,64.0,38,0,38
4127300_4127400,44.0,38,38,0
4410300_4410400,51.0,38,38,0
4467100_4467200,58.0,38,38,0
4509900_4510000,57.0,38,0,38
46900_47000,42.0,38,38,0
707900_708000,45.0,38,0,38
836700_836800,42.0,38,38,0
1240200_1240300,48.0,37,37,0
1294800_1294900,58.0,37,37,0
2786100_2786200,47.0,37,37,0
290300_290400,52.0,37,37,0
2929500_2929600,57.0,37,0,37
3493100_3493200,45.0,37,0,37
4415900_4416000,61.0,37,0,37
4463300_4463400,38.0,37,0,37
531300_531400,47.0,37,37,0
54100_54200,53.0,37,0,37
821000_821100,41.0,37,37,0
1032300_1032400,49.0,36,0,36
1043400_1043500,46.0,36,0,36
1157300_1157400,50.0,36,36,0
1682800_1682900,59.0,36,3,3
2116000_2116100,43.0,36,0,36
21600_21700,70.0,36,36,0
2515800_2515900,49.0,36,0,36
3004600_3004700,45.0,36,0,36
3609700_3609800,44.0,36,36,0
3657500_3657600,45.0,36,36,0
3794800_3794900,61.0,36,0,36
3841800_3841900,46.0,36,0,36
3909000_3909100,54.0,36,0,36
3971700_3971800,64.0,36,36,0
3973100_3973200,50.0,36,36,0
4390400_4390500,57.0,36,0,36
496100_496200,52.0,36,0,36
855800_855900,52.0,36,0,36
1109900_1110000,47.0,35,0,35
1241600_1241700,52.0,35,0,35
1272100_1272200,46.0,35,0,35
1907300_1907400,49.0,35,0,35
1981300_1981400,56.0,35,0,35
2005800_2005900,66.0,35,0,35
2120300_2120400,40.0,35,0,35
2238800_2238900,44.0,35,35,0
2375100_2375200,51.0,35,0,35
2598500_2598600,51.0,35,0,35
2788800_2788900,54.0,35,35,0
2930300_2930400,52.0,35,35,0
2942000_2942100,49.0,35,0,35
3378100_3378200,50.0,35,35,0
3600200_3600300,47.0,35,35,0
364100_364200,65.0,35,35,0
727700_727800,47.0,35,35,0
743800_743900,59.0,35,0,35
1120200_1120300,48.0,34,34,0
1448300_1448400,40.0,34,34,0
1517100_1517200,46.0,34,34,0
1882500_1882600,48.0,34,0,34
2192400_2192500,53.0,34,34,0
2410800_2410900,55.0,34,34,0
25300_25400,51.0,34,0,34
2756900_2757000,45.0,34,34,0
282900_283000,62.0,34,34,0
2932100_2932200,49.0,34,34,0
3041900_3042000,47.0,34,34,0
3217800_3217900,47.0,34,34,0
3290200_3290300,56.0,34,34,0
3348600_3348700,42.0,34,0,34
3683400_3683500,51.0,34,0,34
3785200_3785300,46.0,34,34,0
4056000_4056100,44.0,34,34,0
4154800_4154900,38.0,34,0,34
416000_416100,48.0,34,34,0
4194900_4195000,62.0,34,0,34
485500_485600,58.0,34,34,0
812800_812900,45.0,34,34,0
1274300_1274400,43.0,33,33,0
146400_146500,59.0,33,33,0
2447300_2447400,49.0,33,33,0
2618900_2619000,48.0,33,0,33
2937200_2937300,50.0,33,0,33
3091900_3092000,47.0,33,33,0
3117700_3117800,51.0,33,0,33
3460700_3460800,41.0,33,33,0
346300_346400,56.0,33,33,0
3588500_3588600,54.0,33,33,0
3619800_3619900,41.0,33,0,33
3817400_3817500,47.0,33,0,33
4268900_4269000,57.0,33,0,33
4403300_4403400,52.0,33,0,33
448900_449000,47.0,33,0,33
4494600_4494700,51.0,33,33,0
705100_705200,47.0,33,0,33
975700_975800,51.0,33,33,0
1578600_1578700,44.0,32,32,0
2159700_2159800,48.0,32,32,0
2272200_2272300,52.0,32,32,0
234000_234100,50.0,32,0,32
2360300_2360400,57.0,32,0,32
2360500_2360600,53.0,32,32,0
2750900_2751000,49.0,32,32,0
2764800_2764900,46.0,32,0,32
3420500_3420600,51.0,32,32,0
3704700_3704800,55.0,32,0,32
3759000_3759100,46.0,32,32,0
3936100_3936200,40.0,32,32,0
4225200_4225300,44.0,32,0,32
845800_845900,38.0,32,0,32
950200_950300,46.0,32,0,32
1423800_1423900,45.0,31,31,0
1543900_1544000,54.0,31,31,0
1868300_1868400,57.0,31,0,31
2410600_2410700,60.0,31,0,31
2875900_2876000,56.0,31,31,0
3152100_3152200,44.0,31,31,0
3251900_3252000,51.0,31,0,31
3476400_3476500,43.0,31,0,31
3667100_3667200,60.0,31,0,31
376100_376200,54.0,31,0,31
376700_376800,43.0,31,31,0
377700_377800,47.0,31,31,0
41800_41900,51.0,31,31,0
441500_441600,61.0,31,31,0
4445200_4445300,45.0,31,0,31
4469600_4469700,45.0,31,0,31
468800_468900,51.0,31,31,0
551400_551500,70.0,31,0,31
579300_579400,51.0,31,0,31
749900_750000,55.0,31,0,31
835400_835500,51.0,31,0,31
1033000_1033100,58.0,30,30,0
1204000_1204100,57.0,30,30,0
2443800_2443900,49.0,30,0,30
2992100_2992200,40.0,30,0,30
3039900_3040000,59.0,30,0,30
3114100_3114200,53.0,30,30,0
3197700_3197800,49.0,30,0,30
3411700_3411800,50.0,30,30,0
3417800_3417900,48.0,30,30,0
3578700_3578800,57.0,30,30,0
3672800_3672900,48.0,30,0,30
3792900_3793000,45.0,30,30,0
3817300_3817400,53.0,30,0,30
4391200_4391300,63.0,30,30,0
4478100_4478200,55.0,30,0,30
448800_448900,53.0,30,30,0
718600_718700,44.0,30,30,0
902100_902200,42.0,30,0,30
1121300_1121400,50.0,29,29,0
1637700_1637800,59.0,29,0,29
217600_217700,56.0,29,0,29
2303600_2303700,41.0,29,29,0
2847500_2847600,52.0,29,29,0
3039700_3039800,71.0,29,29,0
4108700_4108800,46.0,29,29,0
4440800_4440900,53.0,29,29,0
461100_461200,47.0,29,0,29
619300_619400,59.0,29,0,29
668700_668800,43.0,29,29,0
857600_857700,70.0,29,0,29
1454600_1454700,66.0,28,0,28
1734200_1734300,51.0,28,28,0
18900_19000,58.0,28,0,28
2215800_2215900,51.0,28,28,0
23200_23300,65.0,28,0,28
2608000_2608100,49.0,28,28,0
2664400_2664500,51.0,28,0,28
2668100_2668200,50.0,28,0,28
2961900_2962000,59.0,28,0,28
3016000_3016100,48.0,28,0,28
3196300_3196400,58.0,28,28,0
3228700_3228800,44.0,28,28,0
3344900_3345000,53.0,28,28,0
3348500_3348600,47.0,28,0,28
3446700_3446800,70.0,28,0,28
3617900_3618000,38.0,28,0,28
3700700_3700800,52.0,28,0,28
3762100_3762200,33.0,28,0,28
3801500_3801600,48.0,28,0,28
3847800_3847900,44.0,28,28,0
4097700_4097800,62.0,28,28,0
4253300_4253400,43.0,28,0,28
4424200_4424300,49.0,28,0,28
540000_540100,60.0,28,28,0
678700_678800,49.0,28,0,28
701100_701200,58.0,28,28,0
791100_791200,51.0,28,28,0
845100_845200,41.0,28,0,28
86200_86300,48.0,28,28,0
985600_985700,44.0,28,28,0
1735100_1735200,53.0,27,27,0
1750500_1750600,52.0,27,27,0
1856800_1856900,50.0,27,0,27
2042700_2042800,41.0,27,0,27
2171800_2171900,49.0,27,0,27
2310400_2310500,54.0,27,27,0
2702900_2703000,42.0,27,0,27
2879100_2879200,37.0,27,27,0
2929700_2929800,58.0,27,0,27
319600_319700,57.0,27,0,27
3903100_3903200,58.0,27,0,27
403300_403400,43.0,27,0,27
4211200_4211300,47.0,27,27,0
4392000_4392100,64.0,27,0,27
539600_539700,59.0,27,27,0
853900_854000,55.0,27,0,27
858800_858900,58.0,27,0,27
892600_892700,50.0,27,27,0
1208300_1208400,57.0,26,0,26
1581600_1581700,56.0,26,26,0
159300_159400,60.0,26,0,26
1616000_1616100,40.0,26,26,0
1753800_1753900,59.0,26,26,0
1833800_1833900,51.0,26,26,0
2125100_2125200,41.0,26,26,0
2152900_2153000,49.0,26,0,26
232700_232800,57.0,26,26,0
2349200_2349300,45.0,26,0,26
2439400_2439500,44.0,26,26,0
244300_244400,42.0,26,26,0
2581600_2581700,44.0,26,0,26
2748700_2748800,60.0,26,26,0
2768000_2768100,61.0,26,26,0
2785100_2785200,44.0,26,26,0
289900_290000,48.0,26,26,0
3149000_3149100,44.0,26,0,26
315600_315700,44.0,26,0,26
331500_331600,42.0,26,0,26
4167100_4167200,48.0,26,0,26
127800_127900,52.0,25,25,0
1854600_1854700,56.0,25,25,0
2064500_2064600,35.0,25,25,0
2234200_2234300,60.0,25,0,25
2672700_2672800,47.0,25,25,0
2809800_2809900,62.0,25,25,0
3542800_3542900,45.0,25,0,25
3556600_3556700,49.0,25,25,0
3639600_3639700,62.0,25,25,0
3794400_3794500,52.0,25,25,0
4370100_4370200,48.0,25,0,25
9700_9800,47.0,25,25,0
1116600_1116700,55.0,24,24,0
1120300_1120400,47.0,24,0,24
1330000_1330100,54.0,24,0,24
1387000_1387100,55.0,24,24,0
158500_158600,47.0,24,24,0
2101200_2101300,42.0,24,0,24
2109500_2109600,58.0,24,0,24
2343100_2343200,58.0,24,0,24
2491400_2491500,62.0,24,24,0
2509100_2509200,37.0,24,0,24
2649200_2649300,45.0,24,0,24
2989100_2989200,50.0,24,0,24
3222800_3222900,60.0,24,24,0
3234800_3234900,62.0,24,24,0
3324300_3324400,45.0,24,0,24
333100_333200,38.0,24,24,0
3370400_3370500,53.0,24,24,0
3371700_3371800,44.0,24,0,24
3393000_3393100,65.0,24,24,0
3562700_3562800,55.0,24,24,0
359600_359700,62.0,24,0,24
3774800_3774900,40.0,24,24,0
4020300_4020400,51.0,24,24,0
4143200_4143300,55.0,24,0,24
436400_436500,65.0,24,24,0
710300_710400,43.0,24,0,24
814600_814700,51.0,24,0,24
856200_856300,44.0,24,24,0
1155900_1156000,56.0,23,23,0
2111000_2111100,40.0,23,0,23
2148800_2148900,42.0,23,0,23
2834900_2835000,57.0,23,0,23
3248900_3249000,50.0,23,23,0
3291000_3291100,53.0,23,0,23
3533200_3533300,63.0,23,23,0
3633400_3633500,53.0,23,23,0
3803600_3803700,47.0,23,0,23
3896700_3896800,45.0,23,0,23
3996000_3996100,54.0,23,0,23
4014300_4014400,54.0,23,23,0
4071600_4071700,56.0,23,23,0
4318000_4318100,45.0,23,0,23
4350600_4350700,40.0,23,23,0
4354600_4354700,44.0,23,23,0
4482800_4482900,47.0,23,0,23
51100_51200,50.0,23,23,0
602200_602300,52.0,23,23,0
617700_617800,60.0,23,0,23
692700_692800,59.0,23,0,23
921000_921100,71.0,23,0,23
1017200_1017300,34.0,22,22,0
1094400_1094500,58.0,22,0,22
1150600_1150700,42.0,22,22,0
148200_148300,47.0,22,0,22
1773800_1773900,44.0,22,0,22
19300_19400,51.0,22,22,0
2098100_2098200,47.0,22,0,22
2610000_2610100,57.0,22,0,22
3676400_3676500,47.0,22,0,22
3681500_3681600,53.0,22,22,0
3768400_3768500,48.0,22,22,0
3910500_3910600,59.0,22,0,22
3930900_3931000,44.0,22,22,0
4049100_4049200,54.0,22,22,0
4178100_4178200,54.0,22,22,0
4286200_4286300,47.0,22,0,22
805500_805600,58.0,22,22,0
827400_827500,48.0,22,22,0
827700_827800,43.0,22,0,22
950300_950400,52.0,22,22,0
1888900_1889000,53.0,21,21,0
2023500_2023600,48.0,21,21,0
2165600_2165700,56.0,21,0,21
2229800_2229900,50.0,21,21,0
3175900_3176000,48.0,21,21,0
324300_324400,66.0,21,0,21
3418200_3418300,43.0,21,21,0
3504000_3504100,51.0,21,21,0
369300_369400,45.0,21,21,0
3800300_3800400,50.0,21,21,0
3850500_3850600,59.0,21,0,21
3871500_3871600,42.0,21,0,21
3934900_3935000,33.0,21,21,0
553000_553100,45.0,21,21,0
561600_561700,48.0,21,0,21
69000_69100,34.0,21,21,0
759300_759400,58.0,21,0,21
898300_898400,66.0,21,21,0
930100_930200,41.0,21,21,0
1293400_1293500,49.0,20,0,20
1880600_1880700,46.0,20,0,20
1934500_1934600,47.0,20,0,20
216900_217000,51.0,20,0,20
2224700_2224800,55.0,20,0,20
2578300_2578400,47.0,20,20,0
2930500_2930600,50.0,20,0,20
2953800_2953900,81.0,20,0,20
2962400_2962500,68.0,20,20,0
3006900_3007000,48.0,20,0,20
3114000_3114100,57.0,20,20,0
3579100_3579200,41.0,20,20,0
3755700_3755800,57.0,20,20,0
4020700_4020800,68.0,20,0,20
4143700_4143800,47.0,20,20,0
4318700_4318800,47.0,20,0,20
4339200_4339300,45.0,20,0,20
4424800_4424900,48.0,20,20,0
4480100_4480200,46.0,20,20,0
734100_734200,43.0,20,0,20
76100_76200,46.0,20,20,0
868500_868600,49.0,20,20,0
1941700_1941800,52.0,19,19,0
2135000_2135100,45.0,19,0,19
2146700_2146800,51.0,19,19,0
2889100_2889200,49.0,19,19,0
291900_292000,60.0,19,19,0
3102900_3103000,52.0,19,19,0
3158100_3158200,51.0,19,0,19
3451800_3451900,51.0,19,19,0
3608400_3608500,57.0,19,19,0
392000_392100,48.0,19,0,19
4281000_4281100,59.0,19,19,0
4466500_4466600,52.0,19,0,19
4558400_4558500,52.0,19,19,0
538000_538100,55.0,19,19,0
1121500_1121600,54.0,18,18,0
1123100_1123200,43.0,18,18,0
1131500_1131600,46.0,18,0,18
1209200_1209300,51.0,18,18,0
1211900_1212000,54.0,18,0,18
1425800_1425900,48.0,18,18,0
2066500_2066600,62.0,18,0,18
2125700_2125800,48.0,18,0,18
2144800_2144900,49.0,18,18,0
2196400_2196500,45.0,18,0,18
2309900_2310000,50.0,18,18,0
29700_29800,53.0,18,18,0
3337400_3337500,43.0,18,18,0
3676600_3676700,48.0,18,0,18
3760100_3760200,46.0,18,18,0
4198000_4198100,44.0,18,18,0
4371100_4371200,56.0,18,18,0
4417600_4417700,53.0,18,0,18
4420800_4420900,46.0,18,18,0
447000_447100,57.0,18,18,0
449000_449100,57.0,18,0,18
4492100_4492200,48.0,18,0,18
454700_454800,64.0,18,0,18
618000_618100,52.0,18,0,18
1439600_1439700,53.0,17,0,17
164900_165000,50.0,17,0,17
1746600_1746700,51.0,17,0,17
1988900_1989000,42.0,17,0,17
1995600_1995700,71.0,17,17,0
214600_214700,42.0,17,17,0
2439800_2439900,54.0,17,0,17
2456800_2456900,48.0,17,17,0
2482500_2482600,47.0,17,17,0
2842300_2842400,56.0,17,17,0
2894900_2895000,66.0,17,17,0
3366500_3366600,45.0,17,17,0
3407100_3407200,44.0,17,17,0
3428600_3428700,51.0,17,0,17
3665900_3666000,66.0,17,0,17
367600_367700,39.0,17,0,17
3684000_3684100,39.0,17,17,0
3961300_3961400,48.0,17,17,0
4102900_4103000,45.0,17,17,0
4137100_4137200,50.0,17,17,0
418400_418500,44.0,17,0,17
4197800_4197900,43.0,17,0,17
4260900_4261000,53.0,17,0,17
4440400_4440500,54.0,17,17,0
835000_835100,57.0,17,0,17
875700_875800,48.0,17,0,17
1343600_1343700,52.0,16,0,16
143900_144000,43.0,16,16,0
1709200_1709300,58.0,16,0,16
2106300_2106400,58.0,16,16,0
2249000_2249100,61.0,16,0,16
2410100_2410200,61.0,16,0,16
2537500_2537600,43.0,16,16,0
2623800_2623900,67.0,16,16,0
2788500_2788600,48.0,16,0,16
2927800_2927900,42.0,16,0,16
314500_314600,65.0,16,0,16
3316900_3317000,66.0,16,16,0
334100_334200,48.0,16,3,1
3423900_3424000,62.0,16,16,0
3568300_3568400,61.0,16,2,2
3757400_3757500,48.0,16,16,0
3829500_3829600,60.0,16,16,0
4063300_4063400,49.0,16,16,0
4157500_4157600,43.0,16,0,16
4170600_4170700,57.0,16,3,1
4179800_4179900,37.0,16,16,0
4219700_4219800,50.0,16,0,16
4302300_4302400,59.0,16,0,16
4523100_4523200,56.0,16,0,16
636100_636200,53.0,16,0,16
1168400_1168500,50.0,15,15,0
1845600_1845700,51.0,15,0,15
1963500_1963600,41.0,15,0,15
1965700_1965800,49.0,15,0,15
1974200_1974300,42.0,15,15,0
2305100_2305200,49.0,15,0,15
2368100_2368200,62.0,15,15,0
2622800_2622900,57.0,15,0,15
2654100_2654200,42.0,15,0,15
2767600_2767700,52.0,15,0,15
3087100_3087200,49.0,15,15,0
3105600_3105700,54.0,15,0,15
3272900_3273000,53.0,15,0,15
3346100_3346200,44.0,15,15,0
3536900_3537000,51.0,15,0,15
3567900_3568000,52.0,15,15,0
3591000_3591100,41.0,15,0,15
3679200_3679300,58.0,15,0,15
3717300_3717400,63.0,15,0,15
3765700_3765800,47.0,15,15,0
3852400_3852500,49.0,15,15,0
3859100_3859200,47.0,15,0,15
4016900_4017000,46.0,15,15,0
40900_41000,44.0,15,0,15
4164400_4164500,59.0,15,15,0
4445100_4445200,57.0,15,15,0
4447000_4447100,56.0,15,15,0
563300_563400,60.0,15,0,15
588900_589000,37.0,15,15,0
615600_615700,56.0,15,15,0
619600_619700,64.0,15,0,15
1183500_1183600,53.0,14,0,14
1260700_1260800,54.0,14,14,0
1536200_1536300,66.0,14,14,0
1580300_1580400,57.0,14,0,14
1728800_1728900,58.0,14,0,14
1764300_1764400,57.0,14,14,0
2241300_2241400,47.0,14,0,14
2412200_2412300,40.0,14,14,0
246300_246400,46.0,14,0,14
247400_247500,42.0,14,14,0
278300_278400,41.0,14,14,0
3030000_3030100,39.0,14,0,14
3327700_3327800,51.0,14,14,0
3442300_3442400,49.0,14,14,0
3581300_3581400,59.0,14,14,0
3796000_3796100,40.0,14,0,14
4209800_4209900,46.0,14,0,14
65600_65700,38.0,14,14,0
81500_81600,58.0,14,0,14
901300_901400,54.0,14,0,14
971100_971200,54.0,14,14,0
981300_981400,39.0,14,14,0
1146100_1146200,43.0,13,0,13
1238900_1239000,42.0,13,0,13
1247500_1247600,49.0,13,13,0
147100_147200,49.0,13,0,13
1571200_1571300,56.0,13,0,13
1588700_1588800,50.0,13,13,0
1662500_1662600,57.0,13,13,0
1719200_1719300,50.0,13,0,13
2095900_2096000,51.0,13,0,13
2164500_2164600,59.0,13,13,0
2192500_2192600,43.0,13,0,13
2275000_2275100,58.0,13,0,13
2392300_2392400,48.0,13,13,0
24000_24100,64.0,13,13,0
2437900_2438000,50.0,13,13,0
2467600_2467700,47.0,13,0,13
2771200_2771300,55.0,13,0,13
2860200_2860300,35.0,13,0,13
2923100_2923200,46.0,13,0,13
3233600_3233700,46.0,13,0,13
3253100_3253200,50.0,13,0,13
3272700_3272800,55.0,13,0,13
3336000_3336100,58.0,13,13,0
3421900_3422000,44.0,13,13,0
3824700_3824800,50.0,13,0,13
392900_393000,48.0,13,0,13
3987200_3987300,45.0,13,13,0
4010100_4010200,45.0,13,0,13
4234700_4234800,54.0,13,13,0
4304000_4304100,42.0,13,0,13
4317400_4317500,50.0,13,13,0
4318500_4318600,65.0,13,13,0
4327500_4327600,40.0,13,0,13
4427200_4427300,42.0,13,13,0
4486900_4487000,68.0,13,13,0
698000_698100,48.0,13,13,0
1034700_1034800,46.0,12,0,12
114000_114100,57.0,12,0,12
1443500_1443600,47.0,12,0,12
1542300_1542400,60.0,12,12,0
1606100_1606200,48.0,12,0,12
180000_180100,50.0,12,12,0
1803700_1803800,61.0,12,12,0
1896500_1896600,47.0,12,0,12
2098900_2099000,61.0,12,12,0
2143900_2144000,51.0,12,0,12
2415300_2415400,40.0,12,0,12
2427800_2427900,40.0,12,0,12
2640100_2640200,47.0,12,12,0
2676000_2676100,40.0,12,0,12
3040000_3040100,52.0,12,0,12
3338900_3339000,50.0,12,12,0
3372300_3372400,45.0,12,0,12
3684700_3684800,47.0,12,12,0
3709400_3709500,57.0,12,0,12
4032000_4032100,57.0,12,0,12
4066000_4066100,45.0,12,12,0
4141600_4141700,46.0,12,0,12
4242800_4242900,61.0,12,0,12
4325000_4325100,64.0,12,12,0
4355700_4355800,42.0,12,0,12
4438200_4438300,55.0,12,12,0
4501300_4501400,43.0,12,12,0
4555800_4555900,55.0,12,0,12
83300_83400,43.0,12,12,0
910100_910200,49.0,12,0,12
924700_924800,44.0,12,12,0
1167900_1168000,47.0,11,0,11
1210700_1210800,53.0,11,11,0
1261700_1261800,48.0,11,0,11
1704300_1704400,50.0,11,11,0
1874200_1874300,49.0,11,11,0
2048500_2048600,49.0,11,0,11
2071000_2071100,49.0,11,11,0
234500_234600,50.0,11,0,11
2501200_2501300,50.0,11,11,0
2757900_2758000,59.0,11,11,0
2905500_2905600,56.0,11,11,0
3172800_3172900,44.0,11,0,11
3264300_3264400,56.0,11,0,11
3776800_3776900,40.0,11,0,11
3780200_3780300,52.0,11,11,0
3808200_3808300,47.0,11,11,0
3829900_3830000,53.0,11,11,0
3866200_3866300,39.0,11,0,11
3891100_3891200,49.0,11,11,0
3956000_3956100,46.0,11,11,0
3980300_3980400,66.0,11,0,11
3994900_3995000,50.0,11,11,0
4053500_4053600,40.0,11,0,11
4145800_4145900,48.0,11,11,0
4458600_4458700,54.0,11,0,11
4477900_4478000,54.0,11,0,11
4494700_4494800,53.0,11,0,11
535800_535900,64.0,11,0,11
641600_641700,49.0,11,0,11
659000_659100,49.0,11,0,11
804500_804600,52.0,11,0,11
1004500_1004600,58.0,10,0,10
1268700_1268800,44.0,10,0,10
1315400_1315500,45.0,10,10,0
1630900_1631000,45.0,10,10,0
1714900_1715000,54.0,10,10,0
1880100_1880200,53.0,10,10,0
2029600_2029700,60.0,10,10,0
2038400_2038500,53.0,10,10,0
2111600_2111700,47.0,10,0,10
2134300_2134400,57.0,10,0,10
2135900_2136000,39.0,10,10,0
2148300_2148400,49.0,10,0,10
2279900_2280000,45.0,10,0,10
2365500_2365600,58.0,10,10,0
2403700_2403800,59.0,10,10,0
2409800_2409900,51.0,10,0,10
2533100_2533200,36.0,10,10,0
2648200_2648300,57.0,10,10,0
2755700_2755800,44.0,10,10,0
283700_283800,55.0,10,0,10
2962000_2962100,62.0,10,10,0
2993100_2993200,52.0,10,0,10
3111300_3111400,59.0,10,10,0
3231000_3231100,33.0,10,0,10
3245000_3245100,56.0,10,10,0
3350800_3350900,49.0,10,0,10
3422100_3422200,52.0,10,0,10
3458900_3459000,51.0,10,10,0
3582600_3582700,52.0,10,10,0
3593800_3593900,54.0,10,10,0
3749300_3749400,45.0,10,10,0
3780700_3780800,48.0,10,10,0
3786300_3786400,58.0,10,10,0
4011300_4011400,45.0,10,10,0
4056800_4056900,41.0,10,10,0
4126800_4126900,46.0,10,0,10
4143900_4144000,49.0,10,10,0
4185000_4185100,53.0,10,0,10
4277600_4277700,57.0,10,0,10
4460600_4460700,61.0,10,0,10
446500_446600,50.0,10,0,10
629900_630000,52.0,10,0,10
796900_797000,48.0,10,10,0
809600_809700,50.0,10,10,0
1059900_1060000,54.0,9,0,9
1440200_1440300,54.0,9,9,0
1453400_1453500,50.0,9,0,9
2147800_2147900,47.0,9,0,9
2323400_2323500,44.0,9,0,9
2706200_2706300,41.0,9,0,9
2826200_2826300,56.0,9,0,9
2899800_2899900,57.0,9,9,0
2942400_2942500,73.0,9,9,0
3100200_3100300,53.0,9,0,9
3118900_3119000,46.0,9,0,9
3174300_3174400,44.0,9,9,0
3244100_3244200,49.0,9,0,9
331800_331900,52.0,9,9,0
343900_344000,47.0,9,9,0
3538200_3538300,50.0,9,9,0
3581600_3581700,55.0,9,0,9
3661600_3661700,47.0,9,9,0
3715900_3716000,53.0,9,9,0
3777900_3778000,58.0,9,0,9
3791900_3792000,44.0,9,2,1
3839700_3839800,46.0,9,9,0
3890900_3891000,43.0,9,0,9
3948900_3949000,49.0,9,0,9
3977800_3977900,47.0,9,9,0
4017500_4017600,47.0,9,9,0
4026400_4026500,56.0,9,2,1
4250600_4250700,49.0,9,9,0
4451900_4452000,75.0,9,9,0
4514300_4514400,68.0,9,0,9
456900_457000,56.0,9,9,0
624200_624300,51.0,9,9,0
72300_72400,40.0,9,0,9
755100_755200,52.0,9,9,0
909000_909100,47.0,9,0,9
115300_115400,59.0,8,8,0
1230200_1230300,58.0,8,8,0
1449200_1449300,69.0,8,0,8
1503200_1503300,49.0,8,0,8
1538100_1538200,67.0,8,8,0
1738800_1738900,45.0,8,0,8
2200600_2200700,74.0,8,0,8
2224300_2224400,49.0,8,0,8
2294500_2294600,57.0,8,8,0
235000_235100,53.0,8,8,0
243800_243900,60.0,8,0,8
24400_24500,76.0,8,8,0
2478100_2478200,48.0,8,8,0
258300_258400,49.0,8,8,0
2753200_2753300,49.0,8,8,0
2783800_2783900,48.0,8,8,0
289300_289400,59.0,8,8,0
2945300_2945400,71.0,8,0,8
2992900_2993000,41.0,8,8,0
3053300_3053400,58.0,8,8,0
3083400_3083500,55.0,8,8,0
3123900_3124000,48.0,8,8,0
3132900_3133000,51.0,8,0,8
324000_324100,42.0,8,8,0
3247700_3247800,50.0,8,0,8
3354100_3354200,45.0,8,8,0
3425000_3425100,58.0,8,0,8
3443900_3444000,50.0,8,0,8
3473700_3473800,40.0,8,8,0
3530100_3530200,53.0,8,0,8
3729400_3729500,47.0,8,8,0
3799700_3799800,47.0,8,8,0
3934400_3934500,42.0,8,8,0
4106100_4106200,44.0,8,0,8
4136500_4136600,50.0,8,8,0
4144100_4144200,44.0,8,8,0
4264800_4264900,53.0,8,8,0
4272300_4272400,47.0,8,0,8
4300200_4300300,50.0,8,8,0
4315700_4315800,55.0,8,8,0
4409800_4409900,61.0,8,0,8
447200_447300,54.0,8,8,0
601500_601600,49.0,8,0,8
621500_621600,53.0,8,0,8
653600_653700,51.0,8,0,8
975100_975200,49.0,8,8,0
1110500_1110600,55.0,7,0,7
1116400_1116500,47.0,7,0,7
1122500_1122600,45.0,7,7,0
1128200_1128300,47.0,7,0,7
115900_116000,50.0,7,0,7
1160300_1160400,65.0,7,7,0
1211200_1211300,67.0,7,7,0
1392500_1392600,53.0,7,7,0
1446600_1446700,56.0,7,0,7
147700_147800,49.0,7,7,0
1520600_1520700,48.0,7,7,0
1640300_1640400,45.0,7,0,7
1643700_1643800,43.0,7,7,0
1697700_1697800,47.0,7,0,7
1778100_1778200,45.0,7,0,7
1797100_1797200,55.0,7,0,7
1954700_1954800,52.0,7,0,7
1974900_1975000,44.0,7,0,7
1999300_1999400,65.0,7,0,7
2004600_2004700,67.0,7,7,0
2031700_2031800,57.0,7,7,0
2455500_2455600,64.0,7,0,7
245900_246000,44.0,7,0,7
2521600_2521700,37.0,7,0,7
2566400_2566500,51.0,7,7,0
2639000_2639100,59.0,7,7,0
2647700_2647800,45.0,7,7,0
2725300_2725400,39.0,7,7,0
2754800_2754900,55.0,7,7,0
280000_280100,49.0,7,0,7
2819700_2819800,49.0,7,0,7
2900100_2900200,56.0,7,0,7
3120200_3120300,43.0,7,7,0
3381600_3381700,44.0,7,0,7
339800_339900,45.0,7,7,0
3671700_3671800,58.0,7,0,7
3707200_3707300,54.0,7,7,0
3844800_3844900,50.0,7,0,7
3876300_3876400,63.0,7,7,0
3907800_3907900,42.0,7,0,7
3920700_3920800,52.0,7,0,7
3950500_3950600,48.0,7,7,0
3954600_3954700,46.0,7,7,0
4013600_4013700,58.0,7,7,0
4051600_4051700,42.0,7,0,7
4055000_4055100,45.0,7,7,0
4081000_4081100,52.0,7,0,7
4204900_4205000,51.0,7,7,0
4272500_4272600,43.0,7,0,7
